TRANSCATION_ID;ACCOUNT_ID;TRANSCATION_DATE;TRANSCATION_AMOUNT;YEAR;TRANSCATION_AMOUNT_YEAR_SUM
T02893;A00099;21/06/2022;64687;2022;73969670
T02894;A00322;29/06/2018;46615;2018;77495196
T02895;A00160;30/01/2016;93012;2016;78279164
T02896;A00072;09/11/2018;71306;2018;77495196
T02897;A00821;15/12/2019;67236;2019;76300877
T02898;A00427;19/02/2016;98666;2016;78279164
T02899;A00654;14/11/2020;81496;2020;76208785
T02900;A00553;30/06/2014;50915;2014;76372639
T02901;A00354;15/05/2022;1394;2022;73969670
T02902;A00375;19/12/2018;29409;2018;77495196
T02903;A00456;21/07/2019;28501;2019;76300877
T02904;A00829;06/09/2020;4207;2020;76208785
T02905;A00293;27/05/2022;4824;2022;73969670
T02906;A00718;13/08/2016;22965;2016;78279164
T02907;A00086;16/11/2014;39719;2014;76372639
T02908;A00377;27/10/2018;27847;2018;77495196
T02909;A00130;27/02/2020;21835;2020;76208785
T02910;A00004;11/04/2016;90295;2016;78279164
T02911;A00862;06/02/2020;33032;2020;76208785
T02912;A00702;10/05/2014;87268;2014;76372639
T02913;A00242;28/10/2013;52144;2013;15557650
T02914;A00051;04/06/2016;69047;2016;78279164
T02915;A00329;12/03/2016;84991;2016;78279164
T02916;A00817;22/08/2022;63172;2022;73969670
T02917;A00316;09/09/2019;76936;2019;76300877
T02918;A00839;19/11/2020;70599;2020;76208785
T02919;A00060;29/01/2023;96750;2023;51646874
T02920;A00673;28/09/2017;31873;2017;75243074
T02921;A00384;19/04/2017;84810;2017;75243074
T02922;A00919;22/06/2021;59566;2021;71973924
T02923;A00167;03/07/2019;38930;2019;76300877
T02924;A00941;17/04/2017;7973;2017;75243074
T02925;A00716;04/08/2018;19931;2018;77495196
T02926;A00962;28/11/2022;50235;2022;73969670
T02927;A00510;24/02/2019;73440;2019;76300877
T02928;A00250;05/05/2020;67368;2020;76208785
T02929;A00685;15/09/2022;94931;2022;73969670
T02930;A00576;29/06/2015;77095;2015;75418969
T02931;A00018;18/02/2017;64995;2017;75243074
T02932;A00297;16/04/2015;20299;2015;75418969
T02933;A00781;04/11/2013;9453;2013;15557650
T02934;A00543;14/09/2021;15647;2021;71973924
T02935;A00918;21/12/2021;63090;2021;71973924
T02936;A00416;06/11/2016;85303;2016;78279164
T02937;A00410;06/09/2018;36731;2018;77495196
T02938;A00049;05/07/2022;20163;2022;73969670
T02939;A00182;18/09/2015;16328;2015;75418969
T02940;A00996;13/01/2017;9174;2017;75243074
T02941;A00812;19/04/2014;25950;2014;76372639
T02942;A00793;07/06/2018;94717;2018;77495196
T02943;A00720;06/12/2022;39681;2022;73969670
T02944;A00380;20/06/2016;62841;2016;78279164
T02945;A00623;22/08/2021;11040;2021;71973924
T02946;A00205;07/09/2019;59575;2019;76300877
T02947;A00627;21/05/2015;65357;2015;75418969
T02948;A00645;30/03/2014;15317;2014;76372639
T02949;A00158;07/09/2018;51003;2018;77495196
T02950;A00227;13/10/2016;41763;2016;78279164
T02951;A00708;01/07/2018;25436;2018;77495196
T02952;A00957;21/06/2022;98750;2022;73969670
T02953;A00007;25/01/2021;88116;2021;71973924
T02954;A00848;19/10/2015;45434;2015;75418969
T02955;A00783;10/01/2015;30068;2015;75418969
T02956;A00876;09/07/2022;74399;2022;73969670
T02957;A00660;14/10/2019;39417;2019;76300877
T02958;A00081;06/04/2014;29500;2014;76372639
T02959;A00505;19/01/2015;62142;2015;75418969
T02960;A00335;03/12/2014;2239;2014;76372639
T02961;A00637;12/12/2021;90159;2021;71973924
T02962;A00489;01/06/2015;33770;2015;75418969
T02963;A00747;17/05/2014;93823;2014;76372639
T02964;A00022;15/08/2021;81395;2021;71973924
T02965;A00672;07/01/2016;69312;2016;78279164
T02966;A00322;11/11/2014;25740;2014;76372639
T02967;A00488;18/12/2013;18168;2013;15557650
T02968;A00041;22/05/2022;53011;2022;73969670
T02969;A00108;09/06/2014;87893;2014;76372639
T02970;A00976;27/01/2019;69338;2019;76300877
T02971;A00482;16/08/2023;15669;2023;51646874
T02972;A00484;10/06/2019;78174;2019;76300877
T02973;A00856;11/08/2021;89231;2021;71973924
T02974;A00557;31/08/2014;54676;2014;76372639
T02975;A00572;03/04/2014;59509;2014;76372639
T02976;A00095;16/05/2022;90656;2022;73969670
T02977;A00398;31/05/2016;34889;2016;78279164
T02978;A00190;19/01/2016;59113;2016;78279164
T02979;A00265;10/12/2014;90880;2014;76372639
T02980;A00288;28/08/2020;13043;2020;76208785
T02981;A00495;02/03/2018;96373;2018;77495196
T02982;A00896;27/03/2023;9060;2023;51646874
T02983;A00650;16/12/2014;54884;2014;76372639
T02984;A00247;26/04/2019;28535;2019;76300877
T02985;A00242;08/09/2022;22133;2022;73969670
T02986;A00793;10/06/2021;88646;2021;71973924
T02987;A00637;26/05/2016;20105;2016;78279164
T02988;A00107;08/10/2016;32923;2016;78279164
T02989;A00736;08/04/2022;55395;2022;73969670
T02990;A00819;01/12/2017;65784;2017;75243074
T02991;A00916;15/07/2021;23150;2021;71973924
T02992;A00236;27/10/2020;42802;2020;76208785
T02993;A00111;29/04/2014;49812;2014;76372639
T02994;A00858;06/09/2020;9236;2020;76208785
T02995;A00350;15/12/2016;52838;2016;78279164
T02996;A00311;28/07/2023;94102;2023;51646874
T02997;A00745;07/07/2017;23340;2017;75243074
T02998;A00914;29/10/2019;13801;2019;76300877
T02999;A00841;03/12/2019;53630;2019;76300877
T03000;A00827;18/01/2016;98153;2016;78279164
T03001;A00459;23/08/2022;8532;2022;73969670
T03002;A00955;20/07/2014;57577;2014;76372639
T03003;A00069;26/01/2022;25499;2022;73969670
T03004;A00811;23/09/2019;94402;2019;76300877
T03005;A00658;28/08/2022;26301;2022;73969670
T03006;A00914;10/03/2017;34505;2017;75243074
T03007;A00389;24/02/2018;95460;2018;77495196
T03008;A00946;12/02/2023;29162;2023;51646874
T03009;A00948;09/11/2016;73220;2016;78279164
T03010;A00708;08/02/2021;68247;2021;71973924
T03011;A00638;30/05/2020;65600;2020;76208785
T03012;A00882;16/12/2014;36943;2014;76372639
T03013;A00957;24/02/2020;98051;2020;76208785
T03014;A00141;08/11/2016;62178;2016;78279164
T03015;A00490;26/03/2023;51184;2023;51646874
T03016;A00821;04/08/2018;16393;2018;77495196
T03017;A00552;28/08/2022;2485;2022;73969670
T03018;A00469;04/09/2019;85977;2019;76300877
T03019;A00558;31/05/2022;6974;2022;73969670
T03020;A00665;08/06/2021;44155;2021;71973924
T03021;A00930;04/06/2020;24672;2020;76208785
T03022;A00777;06/01/2022;79692;2022;73969670
T03023;A00701;02/01/2023;42715;2023;51646874
T03024;A00877;31/05/2023;17619;2023;51646874
T03025;A00518;14/09/2014;35033;2014;76372639
T03026;A00419;17/12/2015;83754;2015;75418969
T03027;A00952;13/03/2020;91788;2020;76208785
T03028;A00603;23/02/2014;19458;2014;76372639
T03029;A00037;10/06/2019;64110;2019;76300877
T03030;A00461;02/05/2018;54165;2018;77495196
T03031;A00372;19/06/2022;81521;2022;73969670
T03032;A00564;20/10/2017;46470;2017;75243074
T03033;A00439;24/09/2015;27869;2015;75418969
T03034;A00947;14/06/2018;74309;2018;77495196
T03035;A00603;06/10/2015;37148;2015;75418969
T03036;A00427;23/12/2015;95323;2015;75418969
T03037;A00275;29/01/2023;4588;2023;51646874
T03038;A00470;04/11/2022;26388;2022;73969670
T03039;A00290;09/04/2014;99253;2014;76372639
T03040;A00171;29/07/2015;10200;2015;75418969
T03041;A00908;23/01/2023;45770;2023;51646874
T03042;A00526;23/10/2014;60752;2014;76372639
T03043;A00246;26/03/2019;19831;2019;76300877
T03044;A00091;25/04/2021;34047;2021;71973924
T03045;A00690;19/12/2020;9256;2020;76208785
T03046;A00069;23/10/2013;64181;2013;15557650
T03047;A00117;10/03/2018;20362;2018;77495196
T03048;A00895;29/05/2015;80122;2015;75418969
T03049;A00478;07/07/2022;88039;2022;73969670
T03050;A00241;09/10/2014;11481;2014;76372639
T03051;A00765;23/05/2014;69582;2014;76372639
T03052;A00636;30/04/2020;43992;2020;76208785
T03053;A00588;09/06/2015;32264;2015;75418969
T03054;A00921;26/09/2022;17832;2022;73969670
T03055;A00759;29/02/2016;64476;2016;78279164
T03056;A00902;04/11/2016;1224;2016;78279164
T03057;A00116;06/06/2023;52124;2023;51646874
T03058;A00902;13/11/2013;43966;2013;15557650
T03059;A00601;23/02/2023;88565;2023;51646874
T03060;A00916;07/06/2019;65513;2019;76300877
T03061;A00379;07/10/2016;29257;2016;78279164
T03062;A00520;02/07/2017;19299;2017;75243074
T03063;A00204;31/07/2017;69249;2017;75243074
T03064;A00317;01/07/2018;31118;2018;77495196
T03065;A00158;28/02/2021;81960;2021;71973924
T03066;A00921;11/05/2019;88117;2019;76300877
T03067;A00566;31/12/2014;65228;2014;76372639
T03068;A00935;25/11/2021;69168;2021;71973924
T03069;A00043;09/09/2014;47592;2014;76372639
T03070;A00893;21/08/2019;39510;2019;76300877
T03071;A00524;06/04/2014;43571;2014;76372639
T03072;A00131;07/07/2017;52418;2017;75243074
T03073;A00269;31/03/2017;84410;2017;75243074
T03074;A00096;09/04/2014;33137;2014;76372639
T03075;A00276;13/09/2018;4629;2018;77495196
T03076;A00895;30/07/2021;87079;2021;71973924
T03077;A00763;15/11/2022;38314;2022;73969670
T03078;A00675;06/12/2017;75632;2017;75243074
T03079;A00848;30/11/2020;61892;2020;76208785
T03080;A00294;21/12/2022;87347;2022;73969670
T03081;A00674;21/05/2023;5216;2023;51646874
T03082;A00704;23/01/2017;33716;2017;75243074
T03083;A00447;24/10/2017;66232;2017;75243074
T03084;A00929;04/10/2016;44035;2016;78279164
T03085;A00754;13/09/2014;15442;2014;76372639
T03086;A00854;25/03/2014;35672;2014;76372639
T03087;A00611;18/07/2018;4641;2018;77495196
T03088;A00066;30/04/2015;75120;2015;75418969
T03089;A00763;30/05/2022;25881;2022;73969670
T03090;A00599;10/10/2020;17371;2020;76208785
T03091;A00002;02/05/2022;93112;2022;73969670
T03092;A00319;13/02/2015;69184;2015;75418969
T03093;A00978;19/05/2022;14874;2022;73969670
T03094;A00300;21/03/2017;1822;2017;75243074
T03095;A00390;04/06/2018;31298;2018;77495196
T03096;A00442;07/04/2022;24012;2022;73969670
T03097;A00596;15/01/2021;98418;2021;71973924
T03098;A00102;11/10/2018;9346;2018;77495196
T03099;A00685;14/09/2021;80184;2021;71973924
T03100;A00116;04/10/2016;28726;2016;78279164
T03101;A00954;02/09/2017;13466;2017;75243074
T03102;A00447;04/04/2016;49079;2016;78279164
T03103;A00088;16/05/2021;50017;2021;71973924
T03104;A00813;17/05/2022;36009;2022;73969670
T03105;A00738;27/07/2019;97011;2019;76300877
T03106;A00746;08/11/2022;79761;2022;73969670
T03107;A00565;17/05/2019;35355;2019;76300877
T03108;A00021;03/10/2022;95402;2022;73969670
T03109;A00317;13/07/2021;53143;2021;71973924
T03110;A00317;03/01/2019;97399;2019;76300877
T03111;A00379;03/01/2020;99169;2020;76208785
T03112;A00378;26/07/2023;16646;2023;51646874
T03113;A00525;17/04/2015;80796;2015;75418969
T03114;A00795;13/08/2015;52722;2015;75418969
T03115;A00032;26/06/2021;61862;2021;71973924
T03116;A00470;13/11/2019;51027;2019;76300877
T03117;A00040;16/12/2013;49888;2013;15557650
T03118;A00679;05/01/2016;90138;2016;78279164
T03119;A00198;04/10/2022;117;2022;73969670
T03120;A00461;27/04/2015;42476;2015;75418969
T03121;A00171;11/07/2014;72454;2014;76372639
T03122;A00042;01/08/2018;65358;2018;77495196
T03123;A00494;27/09/2022;47993;2022;73969670
T03124;A00999;16/09/2020;37374;2020;76208785
T03125;A00074;17/03/2015;42777;2015;75418969
T03126;A00658;26/12/2019;73168;2019;76300877
T03127;A00703;21/01/2018;49319;2018;77495196
T03128;A00863;11/03/2016;98972;2016;78279164
T03129;A00227;21/12/2015;43095;2015;75418969
T03130;A00579;18/01/2023;71924;2023;51646874
T03131;A00845;16/10/2018;90057;2018;77495196
T03132;A00455;04/02/2020;19654;2020;76208785
T03133;A00365;09/02/2022;77462;2022;73969670
T03134;A00154;10/11/2022;37217;2022;73969670
T03135;A00578;21/07/2018;90560;2018;77495196
T03136;A00534;05/08/2018;2717;2018;77495196
T03137;A00639;17/04/2019;30792;2019;76300877
T03138;A00340;18/04/2019;54969;2019;76300877
T03139;A00265;11/11/2015;15028;2015;75418969
T03140;A00220;02/06/2023;68921;2023;51646874
T03141;A00395;07/11/2014;54984;2014;76372639
T03142;A00333;21/03/2021;949;2021;71973924
T03143;A00133;16/11/2017;73251;2017;75243074
T03144;A00549;04/09/2021;77923;2021;71973924
T03145;A00110;09/06/2022;42185;2022;73969670
T03146;A00752;05/07/2020;7394;2020;76208785
T03147;A00106;29/03/2021;3376;2021;71973924
T03148;A00013;05/09/2021;69088;2021;71973924
T03149;A00782;13/10/2014;45927;2014;76372639
T03150;A00552;08/09/2022;33797;2022;73969670
T03151;A00582;15/04/2023;68219;2023;51646874
T03152;A00956;19/02/2020;78744;2020;76208785
T03153;A00421;27/01/2014;31387;2014;76372639
T03154;A00731;30/09/2018;63060;2018;77495196
T03155;A00123;18/02/2016;96930;2016;78279164
T03156;A00348;25/03/2022;64645;2022;73969670
T03157;A00280;26/06/2018;1874;2018;77495196
T03158;A00633;13/07/2022;5858;2022;73969670
T03159;A00473;24/10/2022;95322;2022;73969670
T03160;A00217;24/10/2013;87171;2013;15557650
T03161;A00645;04/05/2015;86712;2015;75418969
T03162;A00613;26/11/2013;29365;2013;15557650
T03163;A00953;11/11/2013;44368;2013;15557650
T03164;A00481;15/04/2017;74700;2017;75243074
T03165;A00818;25/06/2019;29391;2019;76300877
T03166;A00797;30/09/2015;68787;2015;75418969
T03167;A00678;01/03/2015;71215;2015;75418969
T03168;A00676;10/12/2013;4970;2013;15557650
T03169;A00641;23/11/2017;78162;2017;75243074
T03170;A00060;19/08/2017;16276;2017;75243074
T03171;A00088;12/10/2021;36550;2021;71973924
T03172;A00879;16/03/2017;60451;2017;75243074
T03173;A00626;14/09/2015;62517;2015;75418969
T03174;A00005;09/10/2014;98900;2014;76372639
T03175;A00673;17/01/2020;73178;2020;76208785
T03176;A00773;04/07/2018;57149;2018;77495196
T03177;A00365;01/04/2020;88586;2020;76208785
T03178;A00340;15/09/2015;86003;2015;75418969
T03179;A00788;08/01/2022;28799;2022;73969670
T03180;A00164;22/09/2015;17650;2015;75418969
T03181;A00927;02/07/2019;70472;2019;76300877
T03182;A00867;01/08/2022;95866;2022;73969670
T03183;A00643;06/04/2016;76761;2016;78279164
T03184;A00234;09/10/2019;14311;2019;76300877
T03185;A00743;11/01/2022;86039;2022;73969670
T03186;A00132;05/08/2022;81232;2022;73969670
T03187;A00471;07/07/2018;7217;2018;77495196
T03188;A00872;27/12/2017;36404;2017;75243074
T03189;A00489;20/05/2014;61613;2014;76372639
T03190;A00128;30/12/2014;24950;2014;76372639
T03191;A00824;04/04/2021;90158;2021;71973924
T03192;A00398;17/10/2016;16819;2016;78279164
T03193;A00711;09/07/2020;33585;2020;76208785
T03194;A00873;16/10/2013;1766;2013;15557650
T03195;A00818;02/11/2013;84467;2013;15557650
T03196;A00348;14/12/2016;11914;2016;78279164
T03197;A00837;07/10/2014;46342;2014;76372639
T03198;A00744;14/12/2014;66469;2014;76372639
T03199;A00986;23/04/2023;7041;2023;51646874
T03200;A00578;09/03/2014;90007;2014;76372639
T03201;A00281;07/03/2015;94659;2015;75418969
T03202;A00770;18/07/2017;63698;2017;75243074
T03203;A00985;03/06/2015;93316;2015;75418969
T03204;A00055;08/02/2014;11744;2014;76372639
T03205;A00606;10/08/2014;35352;2014;76372639
T03206;A00401;30/04/2023;53771;2023;51646874
T03207;A00925;13/06/2023;32170;2023;51646874
T03208;A00573;01/12/2020;17325;2020;76208785
T03209;A00133;04/12/2016;29318;2016;78279164
T03210;A00835;26/07/2022;25318;2022;73969670
T03211;A00724;21/07/2015;69793;2015;75418969
T03212;A00780;11/06/2018;3980;2018;77495196
T03213;A00505;07/01/2014;85759;2014;76372639
T03214;A00946;20/03/2019;42543;2019;76300877
T03215;A00177;04/11/2020;81646;2020;76208785
T03216;A00573;11/01/2019;72877;2019;76300877
T03217;A00129;01/06/2021;53477;2021;71973924
T03218;A00795;21/12/2021;65379;2021;71973924
T03219;A00420;12/12/2020;35975;2020;76208785
T03220;A00897;12/08/2023;65697;2023;51646874
T03221;A00836;04/06/2018;38429;2018;77495196
T03222;A00246;05/08/2021;32450;2021;71973924
T03223;A00524;15/07/2021;50356;2021;71973924
T03224;A00999;06/02/2017;10556;2017;75243074
T03225;A00980;22/02/2016;17495;2016;78279164
T03226;A00868;21/07/2021;25454;2021;71973924
T03227;A00779;14/03/2017;31311;2017;75243074
T03228;A00382;16/01/2023;7268;2023;51646874
T03229;A00673;06/11/2017;67211;2017;75243074
T03230;A00721;11/02/2016;99192;2016;78279164
T03231;A00008;09/06/2021;59922;2021;71973924
T03232;A00976;01/05/2015;90304;2015;75418969
T03233;A00651;18/06/2017;36775;2017;75243074
T03234;A00590;22/05/2019;99809;2019;76300877
T03235;A00718;21/10/2014;41619;2014;76372639
T03236;A00302;18/03/2021;36596;2021;71973924
T03237;A00259;24/03/2018;58905;2018;77495196
T03238;A00956;14/03/2020;98542;2020;76208785
T03239;A00757;10/09/2016;2209;2016;78279164
T03240;A00578;29/06/2022;71085;2022;73969670
T03241;A00926;26/11/2018;97003;2018;77495196
T03242;A00023;05/05/2019;16568;2019;76300877
T03243;A00881;07/10/2018;43114;2018;77495196
T03244;A00102;17/06/2020;81257;2020;76208785
T03245;A00606;25/06/2018;38199;2018;77495196
T03246;A00874;05/09/2018;14820;2018;77495196
T03247;A00154;15/07/2021;82176;2021;71973924
T03248;A00483;02/11/2020;5441;2020;76208785
T03249;A00020;03/06/2023;23799;2023;51646874
T03250;A00695;31/01/2023;51274;2023;51646874
T03251;A00402;06/07/2017;65516;2017;75243074
T03252;A00746;15/10/2022;14516;2022;73969670
T03253;A00060;11/07/2014;58863;2014;76372639
T03254;A00798;01/02/2019;31185;2019;76300877
T03255;A00128;16/10/2013;10100;2013;15557650
T03256;A00264;16/02/2017;49750;2017;75243074
T03257;A00736;05/09/2016;47917;2016;78279164
T03258;A00507;29/07/2016;36253;2016;78279164
T03259;A00338;11/08/2020;24890;2020;76208785
T03260;A00093;16/01/2014;66228;2014;76372639
T03261;A00145;26/07/2023;8657;2023;51646874
T03262;A00513;15/05/2021;37265;2021;71973924
T03263;A00970;21/10/2015;73566;2015;75418969
T03264;A00891;19/01/2022;25375;2022;73969670
T03265;A00617;25/09/2015;85469;2015;75418969
T03266;A00453;23/09/2014;29167;2014;76372639
T03267;A00015;31/08/2014;810;2014;76372639
T03268;A00814;20/05/2014;44584;2014;76372639
T03269;A00095;12/05/2019;48369;2019;76300877
T03270;A00126;29/11/2019;38195;2019;76300877
T03271;A00431;07/08/2017;49875;2017;75243074
T03272;A00186;03/01/2019;91955;2019;76300877
T03273;A00693;12/11/2021;94281;2021;71973924
T03274;A00250;09/01/2020;56679;2020;76208785
T03275;A00775;14/06/2022;70238;2022;73969670
T03276;A00515;28/12/2022;19939;2022;73969670
T03277;A00242;31/07/2018;38513;2018;77495196
T03278;A00715;01/01/2017;17451;2017;75243074
T03279;A00420;05/02/2018;65880;2018;77495196
T03280;A00843;19/05/2017;67030;2017;75243074
T03281;A00906;27/05/2022;66174;2022;73969670
T03282;A00340;15/05/2021;43512;2021;71973924
T03283;A00692;05/09/2017;84130;2017;75243074
T03284;A00882;24/08/2019;42435;2019;76300877
T03285;A00536;16/03/2022;68611;2022;73969670
T03286;A00916;17/11/2013;32981;2013;15557650
T03287;A00020;05/01/2016;963;2016;78279164
T03288;A00576;15/11/2021;30875;2021;71973924
T03289;A00665;08/02/2015;10912;2015;75418969
T03290;A00763;27/02/2017;44186;2017;75243074
T03291;A00805;31/08/2015;2938;2015;75418969
T03292;A00532;24/06/2014;67356;2014;76372639
T03293;A00905;20/03/2016;98005;2016;78279164
T03294;A00568;08/02/2019;21392;2019;76300877
T03295;A00518;23/01/2016;44547;2016;78279164
T03296;A00305;29/10/2016;57256;2016;78279164
T03297;A00598;05/10/2018;8055;2018;77495196
T03298;A00936;26/11/2014;69390;2014;76372639
T03299;A00084;23/10/2015;74508;2015;75418969
T03300;A00836;25/08/2015;62502;2015;75418969
T03301;A00340;01/03/2018;54543;2018;77495196
T03302;A00370;07/05/2016;38455;2016;78279164
T03303;A00147;23/10/2014;20840;2014;76372639
T03304;A00636;16/02/2014;81850;2014;76372639
T03305;A00085;05/04/2020;67264;2020;76208785
T03306;A00894;02/03/2018;67331;2018;77495196
T03307;A00333;17/09/2015;99063;2015;75418969
T03308;A00149;09/10/2022;42658;2022;73969670
T03309;A00305;25/03/2019;50727;2019;76300877
T03310;A00039;09/05/2015;10545;2015;75418969
T03311;A00874;10/01/2015;62406;2015;75418969
T03312;A00777;25/05/2016;85990;2016;78279164
T03313;A00800;02/01/2016;58684;2016;78279164
T03314;A00119;04/10/2019;52604;2019;76300877
T03315;A00301;30/03/2019;57575;2019;76300877
T03316;A00442;19/05/2016;55918;2016;78279164
T03317;A00802;30/07/2021;53849;2021;71973924
T03318;A00680;05/12/2020;5385;2020;76208785
T03319;A00226;21/08/2023;94604;2023;51646874
T03320;A00570;03/08/2022;69161;2022;73969670
T03321;A01000;28/07/2015;23865;2015;75418969
T03322;A00551;23/05/2022;15099;2022;73969670
T03323;A00967;03/01/2022;73665;2022;73969670
T03324;A00111;19/11/2015;92943;2015;75418969
T03325;A00777;21/11/2021;84246;2021;71973924
T03326;A00349;25/10/2020;528;2020;76208785
T03327;A00439;15/07/2018;71255;2018;77495196
T03328;A00753;27/05/2014;79483;2014;76372639
T03329;A00565;08/06/2015;76505;2015;75418969
T03330;A00907;30/06/2022;22400;2022;73969670
T03331;A00897;31/05/2018;41179;2018;77495196
T03332;A00427;29/04/2017;9324;2017;75243074
T03333;A00937;11/02/2015;2403;2015;75418969
T03334;A00874;26/07/2017;96244;2017;75243074
T03335;A00630;27/07/2020;84410;2020;76208785
T03336;A00122;24/02/2015;4225;2015;75418969
T03337;A00530;12/10/2019;57143;2019;76300877
T03338;A00396;10/02/2017;60052;2017;75243074
T03339;A00501;02/10/2020;35106;2020;76208785
T03340;A00971;25/04/2017;85252;2017;75243074
T03341;A00297;02/09/2021;75194;2021;71973924
T03342;A00556;14/12/2014;56122;2014;76372639
T03343;A00595;02/12/2019;9782;2019;76300877
T03344;A00865;23/04/2016;18893;2016;78279164
T03345;A00410;19/04/2014;46464;2014;76372639
T03346;A00208;26/06/2018;93337;2018;77495196
T03347;A00371;20/08/2018;22531;2018;77495196
T03348;A00785;08/04/2014;68097;2014;76372639
T03349;A00628;14/05/2018;59366;2018;77495196
T03350;A00434;24/04/2019;90033;2019;76300877
T03351;A00263;25/06/2023;6630;2023;51646874
T03352;A00189;21/02/2017;95474;2017;75243074
T03353;A00721;04/07/2015;72687;2015;75418969
T03354;A00889;16/01/2014;75866;2014;76372639
T03355;A00224;19/08/2022;19350;2022;73969670
T03356;A00512;24/04/2022;85282;2022;73969670
T03357;A00697;24/01/2015;25753;2015;75418969
T03358;A00206;12/10/2020;78103;2020;76208785
T03359;A00215;18/04/2014;77357;2014;76372639
T03360;A00540;19/11/2017;93121;2017;75243074
T03361;A00926;09/03/2016;12070;2016;78279164
T03362;A00213;06/02/2022;10333;2022;73969670
T03363;A00127;24/10/2017;24390;2017;75243074
T03364;A00762;05/05/2022;46272;2022;73969670
T03365;A00708;14/06/2023;69891;2023;51646874
T03366;A00421;26/02/2015;80283;2015;75418969
T03367;A00353;27/08/2015;38380;2015;75418969
T03368;A00336;19/05/2016;16935;2016;78279164
T03369;A00135;08/09/2018;76853;2018;77495196
T03370;A00624;12/01/2019;85687;2019;76300877
T03371;A00988;05/11/2019;30065;2019;76300877
T03372;A00282;31/10/2017;19823;2017;75243074
T03373;A00740;13/09/2015;2421;2015;75418969
T03374;A00401;29/01/2022;55344;2022;73969670
T03375;A00605;26/02/2023;92794;2023;51646874
T03376;A00357;27/07/2020;72183;2020;76208785
T03377;A00223;14/03/2016;47527;2016;78279164
T03378;A00671;01/09/2022;88523;2022;73969670
T03379;A00058;15/07/2022;92239;2022;73969670
T03380;A00338;15/08/2019;96216;2019;76300877
T03381;A00481;07/11/2014;27695;2014;76372639
T03382;A00285;08/06/2014;86228;2014;76372639
T03383;A00557;21/10/2017;42905;2017;75243074
T03384;A00004;02/05/2015;69969;2015;75418969
T03385;A00765;27/02/2015;70260;2015;75418969
T03386;A00103;30/05/2023;2107;2023;51646874
T03387;A00394;01/09/2022;86305;2022;73969670
T03388;A00166;12/02/2022;88802;2022;73969670
T03389;A00686;03/06/2020;77463;2020;76208785
T03390;A00665;25/05/2014;64890;2014;76372639
T03391;A00438;29/07/2016;57624;2016;78279164
T03392;A00802;14/10/2019;74463;2019;76300877
T03393;A00337;20/08/2023;96383;2023;51646874
T03394;A00554;01/05/2018;74950;2018;77495196
T03395;A00454;15/06/2019;9046;2019;76300877
T03396;A00555;20/12/2018;56375;2018;77495196
T03397;A00849;28/07/2023;69660;2023;51646874
T03398;A00939;09/12/2020;4135;2020;76208785
T03399;A00064;23/05/2016;27003;2016;78279164
T03400;A00249;15/11/2017;10899;2017;75243074
T03401;A00415;20/10/2016;17737;2016;78279164
T03402;A00573;06/04/2014;70805;2014;76372639
T03403;A00372;22/02/2015;42455;2015;75418969
T03404;A00661;25/09/2014;50881;2014;76372639
T03405;A00367;02/07/2014;57311;2014;76372639
T03406;A00040;18/06/2023;72299;2023;51646874
T03407;A00054;25/09/2017;12692;2017;75243074
T03408;A00511;31/10/2018;74759;2018;77495196
T03409;A00263;15/06/2022;99488;2022;73969670
T03410;A00540;16/02/2019;60214;2019;76300877
T03411;A00348;10/12/2020;40110;2020;76208785
T03412;A00385;31/08/2014;49466;2014;76372639
T03413;A00463;17/07/2023;98902;2023;51646874
T03414;A00288;04/06/2014;16020;2014;76372639
T03415;A00419;14/09/2018;42104;2018;77495196
T03416;A00142;04/03/2017;19629;2017;75243074
T03417;A00320;27/12/2014;16658;2014;76372639
T03418;A00964;30/07/2023;9768;2023;51646874
T03419;A00530;11/01/2016;66239;2016;78279164
T03420;A00167;11/02/2021;66545;2021;71973924
T03421;A00295;10/01/2016;50232;2016;78279164
T03422;A00823;14/03/2017;40295;2017;75243074
T03423;A00696;08/03/2020;92768;2020;76208785
T03424;A00643;06/01/2018;77845;2018;77495196
T03425;A00137;28/09/2016;11815;2016;78279164
T03426;A00222;18/09/2019;70302;2019;76300877
T03427;A00936;21/06/2014;41313;2014;76372639
T03428;A00987;07/01/2016;46384;2016;78279164
T03429;A00184;22/02/2015;86444;2015;75418969
T03430;A00612;18/03/2022;24479;2022;73969670
T03431;A00570;12/07/2017;32456;2017;75243074
T03432;A00189;22/04/2021;35834;2021;71973924
T03433;A00151;07/10/2020;50355;2020;76208785
T03434;A00301;25/12/2022;22901;2022;73969670
T03435;A00137;18/02/2023;48823;2023;51646874
T03436;A00871;17/07/2023;49921;2023;51646874
T03437;A00005;24/10/2022;59283;2022;73969670
T03438;A00931;22/01/2016;91899;2016;78279164
T03439;A00434;30/08/2022;91922;2022;73969670
T03440;A00661;18/06/2022;96952;2022;73969670
T03441;A00895;12/08/2018;6303;2018;77495196
T03442;A00180;07/05/2017;64826;2017;75243074
T03443;A00927;15/01/2023;60504;2023;51646874
T03444;A00205;15/07/2022;77958;2022;73969670
T03445;A00781;25/09/2016;94564;2016;78279164
T03446;A00145;09/05/2015;75927;2015;75418969
T03447;A00808;07/12/2020;41763;2020;76208785
T03448;A00096;29/03/2023;15575;2023;51646874
T03449;A00951;14/09/2019;7495;2019;76300877
